,unsmoothed,unsmoothed,unsmoothed,smoothed,smoothed,smoothed
,pixel_count,ratio,% total,pixel_count,ratio,% total
cluster,,,,,,
0,140493,0.08974034684296253,8.974034684296253,124629,0.07960716681038613,7.960716681038613
1,472315,0.3016926958576858,30.169269585768582,21178,0.013527514292101818,1.3527514292101817
2,57742,0.03688288460924276,3.6882884609242756,253986,0.16223435853214524,16.223435853214525
3,474259,0.30293443198875797,30.293443198875796,603876,0.38572769953051644,38.57276995305165
4,27736,0.017716457475008784,1.7716457475008784,165115,0.10546772699690204,10.546772699690205
5,142841,0.09124013924818754,9.124013924818755,109063,0.06966433521765514,6.966433521765514
6,250164,0.15979304397815464,15.979304397815463,287703,0.18377119862029317,18.377119862029318
