,unsmoothed,unsmoothed,unsmoothed,smoothed,smoothed,smoothed
,pixel_count,ratio,% total,pixel_count,ratio,% total
cluster,,,,,,
0,171113,0.10929896841365654,10.929896841365654,341445,0.21809907061416114,21.809907061416116
1,472631,0.3018945418543004,30.189454185430044,169010,0.10795567053112325,10.795567053112325
2,88057,0.05624668646801444,5.624668646801443,467118,0.2983730957171601,29.83730957171601
3,58225,0.03719140238254926,3.7191402382549263,165371,0.10563124780428604,10.563124780428604
4,535593,0.3421117179266073,34.21117179266073,287588,0.18369774200760117,18.369774200760116
5,212776,0.1359113410622465,13.59113410622465,31309,0.019998722493692313,1.9998722493692314
6,27155,0.017345341892625595,1.7345341892625594,103709,0.06624445083197598,6.624445083197599
