,unsmoothed,unsmoothed,unsmoothed,smoothed,smoothed,smoothed
,pixel_count,ratio,% total,pixel_count,ratio,% total
cluster,,,,,,
0,116768,0.07458592826802082,7.458592826802082,15253,0.009742901855577912,0.9742901855577912
1,51109,0.032646034939797515,3.2646034939797515,66167,0.042264379930375906,4.226437993037591
2,157917,0.10086998179553512,10.086998179553513,77062,0.04922359554150298,4.922359554150298
3,25801,0.01648047012232123,1.648047012232123,133698,0.08540001916259461,8.540001916259461
4,426047,0.2721388649356456,27.21388649356456,120964,0.07726613650154898,7.726613650154898
5,200415,0.12801571332758455,12.801571332758455,503132,0.321377151799687,32.1377151799687
6,376224,0.2403142665516911,24.03142665516911,215495,0.1376481108875475,13.76481108875475
7,173513,0.11083197598288141,11.083197598288141,122219,0.07806777170962281,7.806777170962281
8,37756,0.024116764076522627,2.4116764076522625,311560,0.19900993261154226,19.900993261154227
