,unsmoothed,unsmoothed,unsmoothed,smoothed,smoothed,smoothed
,pixel_count,ratio,% total,pixel_count,ratio,% total
cluster,,,,,,
0,301197,0.19239053367826003,19.239053367826003,143110,0.09141196384657149,9.14119638465715
1,24618,0.015724825141324134,1.5724825141324135,116858,0.07464341605186675,7.464341605186675
2,35434,0.022633579253297564,2.2633579253297564,398225,0.2543674746894063,25.43674746894063
3,240675,0.1537319153013318,15.373191530133179,87459,0.055864712082015905,5.586471208201591
4,211826,0.13530452556609499,13.530452556609498,395654,0.2527252403308741,25.27252403308741
5,176098,0.11248315288556737,11.248315288556737,25846,0.016509214014244194,1.6509214014244193
6,523389,0.3343163744370988,33.431637443709874,224878,0.14364153173006292,14.364153173006292
7,52313,0.03341509373702533,3.3415093737025328,173520,0.11083644725495832,11.083644725495832
