,unsmoothed,unsmoothed,unsmoothed,smoothed,smoothed,smoothed
,pixel_count,ratio,% total,pixel_count,ratio,% total
cluster,,,,,,
0,207984,0.1328504359490275,13.285043594902751,11942,0.007627990163201431,0.7627990163201431
1,49415,0.031563987097186295,3.1563987097186295,91254,0.05828878030085274,5.828878030085273
2,15533,0.009921752738654147,0.9921752738654147,101330,0.06472485707898183,6.4724857078981834
3,161831,0.10337006163967935,10.337006163967935,360554,0.23030500463096037,23.030500463096036
4,737607,0.4711487975471879,47.11487975471879,588147,0.3756807511737089,37.56807511737089
5,20042,0.012801890709335377,1.2801890709335377,46845,0.02992239149180799,2.992239149180799
6,373138,0.23834307431892945,23.834307431892945,365478,0.23345022516048672,23.345022516048672
